Timestamp,ID,Len,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63
5.99999964379094e-07,170354059,2,73,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00232879986174339,219,14,57,14,0,32,27,121,113,13,88,128,131,26,63,41,128,21,87,77,193,22,179,40,29,92,5,3,0,241,255,255,255,255,145,115,111,187,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.00708009957966738,219,13,57,15,0,21,86,98,113,32,255,255,127,207,255,255,63,255,255,255,255,255,255,145,69,104,137,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00785129953388264,45,14,2,65,146,4,196,9,0,144,112,151,88,98,70,82,149,43,120,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,149,105,34,90,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.00837259950293401,212,8,57,4,6,4,220,157,87,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00853199949347072,217,13,57,19,0,21,180,109,112,8,160,88,77,221,15,18,48,240,255,255,255,255,255,145,223,224,103,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00890919947107705,227,11,0,128,0,4,116,110,79,0,65,0,5,8,1,175,224,17,9,154,183,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00958729943081948,220,14,57,16,1,16,85,64,63,0,82,16,233,70,233,156,17,32,149,192,255,245,57,16,0,22,151,19,112,14,162,1,0,35,88,53,44,0,0,0,0,0,255,255,145,27,49,204,0,0,,,,,,,,,,,,,,,,
0.0223402986736971,219,14,57,14,0,32,167,20,114,13,88,128,131,26,63,41,128,21,87,77,193,22,179,40,29,92,5,3,0,241,255,255,255,255,147,154,167,89,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0270835983920961,219,13,57,15,0,21,112,83,114,32,255,255,127,207,255,255,63,255,255,255,255,255,255,147,239,87,253,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0278237983481517,45,14,29,72,147,4,196,9,0,144,112,151,88,98,70,82,149,43,120,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,151,60,158,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0283431983173159,217,13,57,19,0,21,60,235,113,7,160,88,141,221,15,18,48,240,255,255,255,255,255,147,79,255,41,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0294913982491494,220,13,57,16,0,22,219,150,113,14,162,33,0,35,88,53,44,0,0,0,0,0,255,255,147,199,224,175,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0298736982264529,417436816,15,2,132,0,100,100,100,1,0,3,39,84,2,2,0,0,0,0,0,0,0,247,0,251,0,190,4,191,4,200,4,2,0,255,255,0,0,77,20,191,5,117,5,135,19,0,0,9,2,129,8,128,12,73,15,44,13,19,17,0,21,5,21,0,0
0.0327228980573011,227,9,57,4,34,8,0,60,6,126,120,15,250,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0377692977577055,212,12,57,4,12,5,14,15,244,255,255,57,254,29,8,89,64,178,8,64,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0423463974859715,219,15,57,14,1,15,108,53,255,255,255,255,255,255,255,31,211,8,188,253,255,57,14,0,32,252,129,115,13,88,128,131,26,63,41,128,21,87,77,193,22,179,40,29,92,6,3,0,241,255,255,255,255,149,251,209,157,0,0,0,0,0,0,0,0,0
0.0470996972037767,219,13,57,15,0,21,146,67,115,32,255,255,127,207,255,255,63,255,255,255,255,255,255,149,49,100,187,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0478288971604854,45,14,64,119,148,4,196,9,0,144,112,151,88,98,70,82,149,43,120,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,153,196,160,30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0483501971295368,217,13,57,19,0,21,106,53,114,7,160,88,77,221,15,18,48,240,255,255,255,255,255,149,135,210,245,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
