Timestamp,ID,Len,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63
0.0011374999324687,219,13,57,15,0,21,75,115,169,32,255,255,127,207,255,255,63,255,255,255,255,255,255,0,246,69,117,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00198269988229072,220,13,57,16,0,22,6,92,167,14,162,33,0,35,92,53,44,0,0,0,0,0,255,255,1,79,211,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00236499985959426,417436816,15,0,0,0,1,85,85,85,85,5,104,6,216,3,0,0,239,1,101,1,59,2,141,0,0,138,1,149,1,0,0,2,9,246,8,0,0,83,82,79,252,0,252,0,174,1,125,1,90,1,55,1,83,83,77,67,3,19,17,0,21,5,21,0,0
0.00582719965404976,45,14,165,52,202,4,196,9,0,144,112,151,88,98,70,82,197,43,152,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,6,23,244,157,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0104975993767766,227,9,65,0,5,8,1,97,106,3,255,121,143,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011246799332298,540,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0163309990304583,219,14,57,14,0,32,204,155,170,15,120,128,131,26,63,37,128,213,88,77,193,22,179,40,29,92,5,3,0,241,255,255,255,255,3,243,222,118,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0168522989995097,217,14,57,19,1,11,88,186,120,85,149,0,254,3,186,255,239,57,19,0,21,136,205,168,12,160,89,141,195,15,18,72,240,255,255,255,255,255,2,58,191,204,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0206235987756145,227,8,0,128,0,4,186,129,244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0213876987302513,219,13,57,15,0,21,109,66,170,32,255,255,127,207,255,255,63,255,255,255,255,255,255,3,253,21,232,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0220398986915313,220,13,57,16,0,22,28,37,168,14,162,33,0,35,92,53,44,0,0,0,0,0,255,255,3,88,251,160,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0259030984621802,45,14,186,61,203,4,196,9,0,144,112,151,88,98,70,82,197,43,152,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,8,167,60,52,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0264224984313444,212,8,57,4,6,4,181,105,252,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0318586981086071,14420194,8,64,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0321489980913725,417436816,15,1,241,1,87,13,105,1,128,12,237,0,188,2,6,6,32,3,0,0,64,31,1,195,3,172,13,250,6,1,32,3,104,14,1,250,6,132,12,0,0,1,1,0,0,220,55,208,7,172,13,64,31,12,87,14,85,19,17,0,21,5,21,0,0
0.0355384978901441,217,13,57,19,0,21,27,72,169,12,160,89,77,195,15,18,80,240,255,255,255,255,255,3,215,114,206,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0363736978405598,219,14,57,14,0,32,88,191,171,15,120,128,131,26,63,37,128,213,88,77,193,22,179,40,29,92,5,3,0,241,255,255,255,255,5,197,5,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0404798975967822,212,13,57,12,20,12,255,255,255,255,253,255,255,255,255,255,255,255,57,4,12,5,14,15,244,255,255,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0413850975430421,219,13,57,15,0,21,143,82,171,32,255,255,127,207,255,255,63,255,255,255,255,255,255,5,236,84,16,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0417813975195145,540,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
