Timestamp,ID,Len,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63
3.49999975668425e-07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00042554997473232,417436816,15,0,0,0,1,85,85,85,85,5,108,6,218,3,0,0,0,0,0,0,26,2,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,82,80,9,1,8,1,177,1,130,1,97,1,67,1,84,83,80,29,1,19,17,0,21,5,21,0,0
0.00847374949692536,45,14,88,205,53,4,196,9,0,144,112,151,88,226,111,82,5,0,8,0,160,254,255,255,127,12,2,210,53,255,255,255,255,0,254,255,72,134,197,47,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0102999493885072,220,13,57,16,0,22,9,135,47,142,34,10,250,220,88,53,40,0,0,0,0,0,255,255,68,123,36,164,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0136221491912742,212,14,57,4,12,5,14,15,244,255,255,57,21,1,20,68,189,145,217,248,95,245,255,255,255,255,254,7,128,160,40,1,254,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.014153549159726,227,12,57,4,34,8,0,61,135,126,120,15,250,255,65,0,0,8,1,66,49,80,82,49,49,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0152497490946466,219,14,57,254,11,8,97,0,0,0,1,0,0,0,57,14,0,32,25,25,73,19,168,128,131,26,63,244,127,149,92,77,193,22,179,40,29,92,6,3,0,241,255,255,255,255,69,252,8,28,,,,,,,,,,,,,,,,
0.0170271489891256,217,13,57,19,0,21,241,149,46,12,160,93,77,191,111,16,80,240,255,255,255,255,255,69,151,41,114,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0196593488328567,219,13,57,15,0,21,69,199,73,32,255,255,127,207,255,255,63,255,255,255,255,255,255,69,21,193,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0285075483075552,45,14,121,214,54,4,196,9,0,144,112,151,88,226,111,82,5,0,8,0,160,254,255,255,127,12,2,210,53,255,255,255,255,0,254,255,74,128,71,121,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
