Timestamp,ID,Len,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63
3.59999978627457e-06,249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0041949997509505,219,13,57,15,0,21,95,140,225,32,255,255,127,207,255,255,63,255,255,255,255,255,255,113,230,8,108,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00600319964360096,45,14,187,221,2,4,196,9,0,144,112,151,88,98,70,82,149,43,152,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,117,105,209,190,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0102106993938094,217,14,57,19,1,11,88,186,88,85,149,0,254,3,186,255,239,57,19,0,21,141,72,224,7,160,89,205,223,15,18,40,240,255,255,255,255,255,113,173,112,126,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.010885999353718,227,9,65,0,5,8,0,128,3,67,205,177,116,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0136501991896125,220,13,57,16,0,22,177,184,224,14,162,33,0,35,92,53,44,0,0,0,0,0,255,255,113,136,171,132,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0140304991670348,417436816,15,4,88,1,93,1,15,0,62,48,238,12,93,13,34,1,102,1,8,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,21,5,21,0,0
0.0195375988400883,219,14,57,14,0,32,72,164,226,15,104,128,131,26,63,41,128,149,88,77,193,22,179,40,29,92,6,3,0,241,255,255,255,255,115,153,59,139,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0208907987597513,227,8,0,128,0,4,144,40,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0242119985625777,219,13,57,15,0,21,121,189,226,32,255,255,127,207,255,255,63,255,255,255,255,255,255,115,180,155,190,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.026015198455525,45,14,164,212,3,4,196,9,0,144,112,151,88,98,70,82,149,43,152,223,48,255,255,255,127,64,2,210,53,255,255,255,255,0,254,255,119,127,236,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
0.0265375984245111,212,8,57,4,6,4,56,219,212,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0303510981981105,217,13,57,19,0,21,220,167,225,7,160,89,77,224,15,18,40,240,255,255,255,255,255,115,49,67,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
